,Query,Sentiment_Level
100,Delta South South Airtel 3G The quality is the best for me compared to other service providers.,4
234,Ondo South West MTN 4G MTN is so far the best sim in Nigeria as of now. The only issue I experience with them is getting to subscribe for a package I didn't give consent.,4
79,Enugu South East Globacom 4G Glo network is Good here in Enugu(Akpugo) but if it's raining or windy network becomes bad.,4
235,Ogun South West MTN 4G Mtn has a better network quality and reception in places where i work and reside,4
104,"Lagos South West Airtel 4G The service is fair, but consumes data a lot",4
16,Lagos South West Others 4G I use Glo sim..but whenever it's raining there is always no network.,4
263,"Abuja North Central Globacom 3G We can call and text okay but I think browsing strength needs more work. All the same, this is okay on an average scale",4
288,Ogun South West Globacom 4G Globacom are actually trying and doing their best,4
92,Delta South South MTN 4G Fast and reliable,4
66,"Ogun South West MTN 4G It has always been quite okay, until recently.",4
235,Ogun South West MTN 4G Mtn has a better network quality and reception in places where i work and reside,4
104,"Lagos South West Airtel 4G The service is fair, but consumes data a lot",4
129,Lagos South West MTN Other The service is manageable.,4
239,"Ondo South West MTN 4G Experience has been great so far, just that sometimes the network breaks/fluctuates",4
263,"Abuja North Central Globacom 3G We can call and text okay but I think browsing strength needs more work. All the same, this is okay on an average scale",4
150,"Ogun South West Globacom 4G It's not that bad ,but sometimes network fuck up ,it doesn't happen frequently but just once in a blue moon",4
255,Abia South East Airtel 4G Very good. I am okay with the service I am given.,4
154,Ondo South West MTN 3G It is good expect for data that finish quickly,4
217,Rivers South South MTN 4G Reliable if using above 4G broadband ,4
85,Lagos South West Globacom 4G The network needs to do more in customer relation. Imagine not having network for a while and the company is acting like nothing happened ,4
220,"Lagos South West Airtel 4G Their charges are too high, their data cost too is too high",4
86,"Lagos South West MTN 4G The quality of service is good, but once in a while, the network becomes really frustrating and sometimes i have to restart my device over and over ",4
161,Abuja North Central MTN 4G The network is sometimes poor,4
53,Ekiti South West MTN 4G It’s better but needed to be evenly distributed across all areas  ,4
68,Lagos South West MTN 4G MTN performs very well in my location ,4
289,"Lagos South West MTN Other Since the implementation of the 5G network on MTN NG network operator, the quality of the service has dropped drastically and even the 4G network has never been good as it used to be",4
239,"Ondo South West MTN 4G Experience has been great so far, just that sometimes the network breaks/fluctuates",4
130,Delta South South MTN 4G Basically I'll give it a passmark. I actually believe my Globacom will be better at the cost of subscription but it's network isn't so very available especially during this rainy seasons. Thanks 👍,4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
161,Abuja North Central MTN 4G The network is sometimes poor,4
283,"Abuja North Central MTN 4G I enjoyed using my MTN 4G sim only that the charge rate is high,  but they are trying. ",4
104,"Lagos South West Airtel 4G The service is fair, but consumes data a lot",4
66,"Ogun South West MTN 4G It has always been quite okay, until recently.",4
85,Lagos South West Globacom 4G The network needs to do more in customer relation. Imagine not having network for a while and the company is acting like nothing happened ,4
105,Ogun South West MTN 4G Good but not excellent ,4
218,"Lagos South West MTN 4G MTN Network is perfect at times though can be a bit frustrating atimes
",4
65,"Ogun South West Globacom 3G The network is great, but they usually have hitches especially when rain falls",4
160,Delta South South MTN 4G Good,4
70,Anambra South East Airtel 4G Good ,4
289,"Lagos South West MTN Other Since the implementation of the 5G network on MTN NG network operator, the quality of the service has dropped drastically and even the 4G network has never been good as it used to be",4
11,Ondo South West MTN 3G Satisfactory. Can improve tho especially I'm browsing. But still better than the lots of em.,4
232,Ondo South West MTN 4G The quality of service is okay and can be recommended for new users ,4
50,Other North Central MTN 4G Basically my sim gets me through my internet  needs and makes calls clearly ,4
283,"Abuja North Central MTN 4G I enjoyed using my MTN 4G sim only that the charge rate is high,  but they are trying. ",4
86,"Lagos South West MTN 4G The quality of service is good, but once in a while, the network becomes really frustrating and sometimes i have to restart my device over and over ",4
22,Abuja North Central MTN 4G It's a very good idea ,4
99,"Ondo South West Airtel 4G Strong
Sometimes it goes on and off",4
109,Lagos South West MTN 4G I think one of the major challenges is the high cost of data and consumption rate. It will be important if this can be addressed ,4
94,Delta South West MTN 4G It's okay,4
235,Ogun South West MTN 4G Mtn has a better network quality and reception in places where i work and reside,4
98,Delta South South Globacom 4G Reliable and strong,4
69,Lagos South West MTN 4G I only have issues with the internet provider. It is sometimes slow especially when rain falls,4
263,"Abuja North Central Globacom 3G We can call and text okay but I think browsing strength needs more work. All the same, this is okay on an average scale",4
116,"Ondo South West Globacom 4G It's actually ok.,but sometimes it can be a bit frustrating ",4
68,Lagos South West MTN 4G MTN performs very well in my location ,4
66,"Ogun South West MTN 4G It has always been quite okay, until recently.",4
32,"Osun South West Airtel 4G Airtel data network is good
But it do give me issues when calling ",4
150,"Ogun South West Globacom 4G It's not that bad ,but sometimes network fuck up ,it doesn't happen frequently but just once in a blue moon",4
20,"Ekiti South West Airtel 4G Well I love my ISP (Airtel NG), sometimes my Data connection is fast, sometimes kinda slow, but overall, it get my job done and  i prefer it to MTN",4
137,Oyo South West Globacom 4G They have a very good service however it fluctuates in my environment.,4
91,Delta South South MTN 4G It fast & reliable,4
102,Lagos South West MTN 3G Very Good ,4
59,Abuja North Central MTN 4G The quality of service is great,4
157,Ogun South West MTN 4G Needs improvement,4
21,Lagos South West MTN 4G Manageable ,4
47,"Ondo South West MTN 4G It’s not bad, it can be better ",4
40,"Lagos South West MTN 4G The network service is okay, I don't experience much lags or issues when making calls or sending text messages. When using my internet, it's not too bad either. Overall, the network is stable",4
190,Ondo South West Globacom 3G Good enough for daily operations.,4
220,"Lagos South West Airtel 4G Their charges are too high, their data cost too is too high",4
44,"Lagos South West MTN 4G The network is efficient, it only when rain falls or weather is cloudy the the network is always affected.",4
234,Ondo South West MTN 4G MTN is so far the best sim in Nigeria as of now. The only issue I experience with them is getting to subscribe for a package I didn't give consent.,4
260,Abuja North Central MTN 3G Quite satisfying and I recommend for anyone in this location,4
160,Delta South South MTN 4G Good,4
85,Lagos South West Globacom 4G The network needs to do more in customer relation. Imagine not having network for a while and the company is acting like nothing happened ,4
220,"Lagos South West Airtel 4G Their charges are too high, their data cost too is too high",4
154,Ondo South West MTN 3G It is good expect for data that finish quickly,4
218,"Lagos South West MTN 4G MTN Network is perfect at times though can be a bit frustrating atimes
",4
117,"Ondo South West Globacom 3G Globacom's quality of service where I live and work is quite good. I am able to browse the internet, watch videos and even take virtual meetings with it.",4
68,Lagos South West MTN 4G MTN performs very well in my location ,4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
154,Ondo South West MTN 3G It is good expect for data that finish quickly,4
152,Lagos South West MTN 4G Great,4
62,"Ogun South West Airtel 3G The SIM's quality of service fluctuates. For example, it's internet connection service stays strong sometimes, and some other times, it's abysmal",4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
218,"Lagos South West MTN 4G MTN Network is perfect at times though can be a bit frustrating atimes
",4
110,Oyo South West MTN 4G The quality of service is good but once in a while it does fluctuate especially whenever it’s rainy.,4
120,Ekiti South West MTN 4G It okay,4
98,Delta South South Globacom 4G Reliable and strong,4
169,Lagos South West Airtel 3G They are trying their best to meet up with their clients needs…,4
44,"Lagos South West MTN 4G The network is efficient, it only when rain falls or weather is cloudy the the network is always affected.",4
130,Delta South South MTN 4G Basically I'll give it a passmark. I actually believe my Globacom will be better at the cost of subscription but it's network isn't so very available especially during this rainy seasons. Thanks 👍,4
150,"Ogun South West Globacom 4G It's not that bad ,but sometimes network fuck up ,it doesn't happen frequently but just once in a blue moon",4
267,Abuja North Central Airtel 4G Very good to use. Reliable and smooth,4
255,Abia South East Airtel 4G Very good. I am okay with the service I am given.,4
21,Lagos South West MTN 4G Manageable ,4
129,Lagos South West MTN Other The service is manageable.,4
150,"Ogun South West Globacom 4G It's not that bad ,but sometimes network fuck up ,it doesn't happen frequently but just once in a blue moon",4
15,Ogun South West MTN 4G Good ,4
273,Adamawa North East MTN 4G We use it here and it doesn't disappoint. Unlike in other traffic types like 2g and 3g. This is very good.,4
162,Osun South West MTN 4G The network is 💯 alright,4
16,Lagos South West Others 4G I use Glo sim..but whenever it's raining there is always no network.,4
241,Lagos South West MTN 4G Mtn is far better than most service provider,4
238,Lagos South West MTN 4G It’s call reception is good and clear although for data it’s unstable but still okay.,4
105,Ogun South West MTN 4G Good but not excellent ,4
263,"Abuja North Central Globacom 3G We can call and text okay but I think browsing strength needs more work. All the same, this is okay on an average scale",4
133,"Oyo South West MTN 4G Well, it's been the best so far. No problem and the network is very fast ",4
96,Ondo South West MTN 4G It’s efficient and reliable ,4
120,Ekiti South West MTN 4G It okay,4
47,"Ondo South West MTN 4G It’s not bad, it can be better ",4
32,"Osun South West Airtel 4G Airtel data network is good
But it do give me issues when calling ",4
289,"Lagos South West MTN Other Since the implementation of the 5G network on MTN NG network operator, the quality of the service has dropped drastically and even the 4G network has never been good as it used to be",4
79,Enugu South East Globacom 4G Glo network is Good here in Enugu(Akpugo) but if it's raining or windy network becomes bad.,4
56,Oyo South West MTN 4G Satisfactory network quality.,4
50,Other North Central MTN 4G Basically my sim gets me through my internet  needs and makes calls clearly ,4
154,Ondo South West MTN 3G It is good expect for data that finish quickly,4
56,Oyo South West MTN 4G Satisfactory network quality.,4
234,Ondo South West MTN 4G MTN is so far the best sim in Nigeria as of now. The only issue I experience with them is getting to subscribe for a package I didn't give consent.,4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
133,"Oyo South West MTN 4G Well, it's been the best so far. No problem and the network is very fast ",4
232,Ondo South West MTN 4G The quality of service is okay and can be recommended for new users ,4
267,Abuja North Central Airtel 4G Very good to use. Reliable and smooth,4
232,Ondo South West MTN 4G The quality of service is okay and can be recommended for new users ,4
152,Lagos South West MTN 4G Great,4
65,"Ogun South West Globacom 3G The network is great, but they usually have hitches especially when rain falls",4
22,Abuja North Central MTN 4G It's a very good idea ,4
30,"Osun South West MTN 3G The network is just cool over there, when there's no rainfall tho",4
8,Ogun South West MTN 3G Not too good for browsing. It cuts off sometimes and is very slow almost every time.,4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
8,Ogun South West MTN 3G Not too good for browsing. It cuts off sometimes and is very slow almost every time.,4
87,"Abuja North Central Airtel 4G It's one of the best Subscriber identification module in Africa.

But they need to upgrade on thier data policy",4
241,Lagos South West MTN 4G Mtn is far better than most service provider,4
109,Lagos South West MTN 4G I think one of the major challenges is the high cost of data and consumption rate. It will be important if this can be addressed ,4
226,Lagos South West MTN 3G Satisfactory ,4
283,"Abuja North Central MTN 4G I enjoyed using my MTN 4G sim only that the charge rate is high,  but they are trying. ",4
8,Ogun South West MTN 3G Not too good for browsing. It cuts off sometimes and is very slow almost every time.,4
47,"Ondo South West MTN 4G It’s not bad, it can be better ",4
151,"Ondo South West MTN 4G Fairly average network and downloading speeds, not even up to half of the advertised expected speed.. but overall its decent enough for basic downloads and internet operations.. calls are clear and text messages go through. ",4
273,Adamawa North East MTN 4G We use it here and it doesn't disappoint. Unlike in other traffic types like 2g and 3g. This is very good.,4
155,"Ondo South West MTN 4G MTN is actually very good in most circumstances but in my experience, it had made me lose some big opportunities but their is still better compared to Glo or Airtel. ",4
154,Ondo South West MTN 3G It is good expect for data that finish quickly,4
168,Lagos South West Globacom 4G I love Glo,4
62,"Ogun South West Airtel 3G The SIM's quality of service fluctuates. For example, it's internet connection service stays strong sometimes, and some other times, it's abysmal",4
235,Ogun South West MTN 4G Mtn has a better network quality and reception in places where i work and reside,4
161,Abuja North Central MTN 4G The network is sometimes poor,4
190,Ondo South West Globacom 3G Good enough for daily operations.,4
69,Lagos South West MTN 4G I only have issues with the internet provider. It is sometimes slow especially when rain falls,4
47,"Ondo South West MTN 4G It’s not bad, it can be better ",4
117,"Ondo South West Globacom 3G Globacom's quality of service where I live and work is quite good. I am able to browse the internet, watch videos and even take virtual meetings with it.",4
267,Abuja North Central Airtel 4G Very good to use. Reliable and smooth,4
218,"Lagos South West MTN 4G MTN Network is perfect at times though can be a bit frustrating atimes
",4
137,Oyo South West Globacom 4G They have a very good service however it fluctuates in my environment.,4
74,Delta South South Airtel 3G It's excellent,4
193,Lagos South West Globacom 4G Glo is manageable. Gets me through the days work,4
234,Ondo South West MTN 4G MTN is so far the best sim in Nigeria as of now. The only issue I experience with them is getting to subscribe for a package I didn't give consent.,4
168,Lagos South West Globacom 4G I love Glo,4
105,Ogun South West MTN 4G Good but not excellent ,4
238,Lagos South West MTN 4G It’s call reception is good and clear although for data it’s unstable but still okay.,4
152,Lagos South West MTN 4G Great,4
168,Lagos South West Globacom 4G I love Glo,4
190,Ondo South West Globacom 3G Good enough for daily operations.,4
47,"Ondo South West MTN 4G It’s not bad, it can be better ",4
232,Ondo South West MTN 4G The quality of service is okay and can be recommended for new users ,4
232,Ondo South West MTN 4G The quality of service is okay and can be recommended for new users ,4
109,Lagos South West MTN 4G I think one of the major challenges is the high cost of data and consumption rate. It will be important if this can be addressed ,4
217,Rivers South South MTN 4G Reliable if using above 4G broadband ,4
94,Delta South West MTN 4G It's okay,4
264,Abuja North Central Globacom 4G Fast and reliable,4
86,"Lagos South West MTN 4G The quality of service is good, but once in a while, the network becomes really frustrating and sometimes i have to restart my device over and over ",4
238,Lagos South West MTN 4G It’s call reception is good and clear although for data it’s unstable but still okay.,4
267,Abuja North Central Airtel 4G Very good to use. Reliable and smooth,4
65,"Ogun South West Globacom 3G The network is great, but they usually have hitches especially when rain falls",4
24,"Lagos South West Airtel 4G They are improving Alot, even when there's a storm, one can still access the internet comfortably. ",4
168,Lagos South West Globacom 4G I love Glo,4
264,Abuja North Central Globacom 4G Fast and reliable,4
87,"Abuja North Central Airtel 4G It's one of the best Subscriber identification module in Africa.

But they need to upgrade on thier data policy",4
120,Ekiti South West MTN 4G It okay,4
239,"Ondo South West MTN 4G Experience has been great so far, just that sometimes the network breaks/fluctuates",4
24,"Lagos South West Airtel 4G They are improving Alot, even when there's a storm, one can still access the internet comfortably. ",4
56,Oyo South West MTN 4G Satisfactory network quality.,4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
241,Lagos South West MTN 4G Mtn is far better than most service provider,4
8,Ogun South West MTN 3G Not too good for browsing. It cuts off sometimes and is very slow almost every time.,4
168,Lagos South West Globacom 4G I love Glo,4
14,Ogun South West MTN 4G The best you could ask for!,4
47,"Ondo South West MTN 4G It’s not bad, it can be better ",4
66,"Ogun South West MTN 4G It has always been quite okay, until recently.",4
200,Osun South West MTN 3G It is manageable and works for more.,4
11,Ondo South West MTN 3G Satisfactory. Can improve tho especially I'm browsing. But still better than the lots of em.,4
234,Ondo South West MTN 4G MTN is so far the best sim in Nigeria as of now. The only issue I experience with them is getting to subscribe for a package I didn't give consent.,4
85,Lagos South West Globacom 4G The network needs to do more in customer relation. Imagine not having network for a while and the company is acting like nothing happened ,4
233,Oyo South West MTN 4G Fair ,4
215,"Akwa-Ibom South South Airtel 4G Fast for calls, low sms charges and good for browsing",4
66,"Ogun South West MTN 4G It has always been quite okay, until recently.",4
30,"Osun South West MTN 3G The network is just cool over there, when there's no rainfall tho",4
116,"Ondo South West Globacom 4G It's actually ok.,but sometimes it can be a bit frustrating ",4
90,Ondo South West MTN 4G Still need to do more,4
86,"Lagos South West MTN 4G The quality of service is good, but once in a while, the network becomes really frustrating and sometimes i have to restart my device over and over ",4
86,"Lagos South West MTN 4G The quality of service is good, but once in a while, the network becomes really frustrating and sometimes i have to restart my device over and over ",4
151,"Ondo South West MTN 4G Fairly average network and downloading speeds, not even up to half of the advertised expected speed.. but overall its decent enough for basic downloads and internet operations.. calls are clear and text messages go through. ",4
117,"Ondo South West Globacom 3G Globacom's quality of service where I live and work is quite good. I am able to browse the internet, watch videos and even take virtual meetings with it.",4
99,"Ondo South West Airtel 4G Strong
Sometimes it goes on and off",4
267,Abuja North Central Airtel 4G Very good to use. Reliable and smooth,4
30,"Osun South West MTN 3G The network is just cool over there, when there's no rainfall tho",4
161,Abuja North Central MTN 4G The network is sometimes poor,4
157,Ogun South West MTN 4G Needs improvement,4
86,"Lagos South West MTN 4G The quality of service is good, but once in a while, the network becomes really frustrating and sometimes i have to restart my device over and over ",4
96,Ondo South West MTN 4G It’s efficient and reliable ,4
186,Ogun South West MTN 3G Mtn tries very well even though I am not all that satisfied.,4
99,"Ondo South West Airtel 4G Strong
Sometimes it goes on and off",4
100,Delta South South Airtel 3G The quality is the best for me compared to other service providers.,4
74,Delta South South Airtel 3G It's excellent,4
32,"Osun South West Airtel 4G Airtel data network is good
But it do give me issues when calling ",4
30,"Osun South West MTN 3G The network is just cool over there, when there's no rainfall tho",4
239,"Ondo South West MTN 4G Experience has been great so far, just that sometimes the network breaks/fluctuates",4
104,"Lagos South West Airtel 4G The service is fair, but consumes data a lot",4
11,Ondo South West MTN 3G Satisfactory. Can improve tho especially I'm browsing. But still better than the lots of em.,4
90,Ondo South West MTN 4G Still need to do more,4
220,"Lagos South West Airtel 4G Their charges are too high, their data cost too is too high",4
206,Lagos South West MTN 4G It has been good so far,4
232,Ondo South West MTN 4G The quality of service is okay and can be recommended for new users ,4
21,Lagos South West MTN 4G Manageable ,4
235,Ogun South West MTN 4G Mtn has a better network quality and reception in places where i work and reside,4
69,Lagos South West MTN 4G I only have issues with the internet provider. It is sometimes slow especially when rain falls,4
186,Ogun South West MTN 3G Mtn tries very well even though I am not all that satisfied.,4
232,Ondo South West MTN 4G The quality of service is okay and can be recommended for new users ,4
87,"Abuja North Central Airtel 4G It's one of the best Subscriber identification module in Africa.

But they need to upgrade on thier data policy",4
288,Ogun South West Globacom 4G Globacom are actually trying and doing their best,4
20,"Ekiti South West Airtel 4G Well I love my ISP (Airtel NG), sometimes my Data connection is fast, sometimes kinda slow, but overall, it get my job done and  i prefer it to MTN",4
162,Osun South West MTN 4G The network is 💯 alright,4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
189,Ondo South West Globacom 4G Satisfactory quality of service that works real good.,4
74,Delta South South Airtel 3G It's excellent,4
91,Delta South South MTN 4G It fast & reliable,4
226,Lagos South West MTN 3G Satisfactory ,4
61,"Edo South South MTN 4G Excellent, but at times it fluctuates ",4
91,Delta South South MTN 4G It fast & reliable,4
24,"Lagos South West Airtel 4G They are improving Alot, even when there's a storm, one can still access the internet comfortably. ",4
267,Abuja North Central Airtel 4G Very good to use. Reliable and smooth,4
181,"Anambra South East MTN 4G The sim is good and easy to use, no big problem associated with it.",4
66,"Ogun South West MTN 4G It has always been quite okay, until recently.",4
155,"Ondo South West MTN 4G MTN is actually very good in most circumstances but in my experience, it had made me lose some big opportunities but their is still better compared to Glo or Airtel. ",4
263,"Abuja North Central Globacom 3G We can call and text okay but I think browsing strength needs more work. All the same, this is okay on an average scale",4
110,Oyo South West MTN 4G The quality of service is good but once in a while it does fluctuate especially whenever it’s rainy.,4
263,"Abuja North Central Globacom 3G We can call and text okay but I think browsing strength needs more work. All the same, this is okay on an average scale",4
91,Delta South South MTN 4G It fast & reliable,4
208,"Ondo South West MTN 4G Good, MTN is quite reliable... sometimes silly.",4
273,Adamawa North East MTN 4G We use it here and it doesn't disappoint. Unlike in other traffic types like 2g and 3g. This is very good.,4
241,Lagos South West MTN 4G Mtn is far better than most service provider,4
66,"Ogun South West MTN 4G It has always been quite okay, until recently.",4
65,"Ogun South West Globacom 3G The network is great, but they usually have hitches especially when rain falls",4
152,Lagos South West MTN 4G Great,4
241,Lagos South West MTN 4G Mtn is far better than most service provider,4
92,Delta South South MTN 4G Fast and reliable,4
30,"Osun South West MTN 3G The network is just cool over there, when there's no rainfall tho",4
133,"Oyo South West MTN 4G Well, it's been the best so far. No problem and the network is very fast ",4
32,"Osun South West Airtel 4G Airtel data network is good
But it do give me issues when calling ",4
65,"Ogun South West Globacom 3G The network is great, but they usually have hitches especially when rain falls",4
226,Lagos South West MTN 3G Satisfactory ,4
263,"Abuja North Central Globacom 3G We can call and text okay but I think browsing strength needs more work. All the same, this is okay on an average scale",4
288,Ogun South West Globacom 4G Globacom are actually trying and doing their best,4
79,Enugu South East Globacom 4G Glo network is Good here in Enugu(Akpugo) but if it's raining or windy network becomes bad.,4
50,Other North Central MTN 4G Basically my sim gets me through my internet  needs and makes calls clearly ,4
152,Lagos South West MTN 4G Great,4
215,"Akwa-Ibom South South Airtel 4G Fast for calls, low sms charges and good for browsing",4
226,Lagos South West MTN 3G Satisfactory ,4
218,"Lagos South West MTN 4G MTN Network is perfect at times though can be a bit frustrating atimes
",4
32,"Osun South West Airtel 4G Airtel data network is good
But it do give me issues when calling ",4
148,"Ogun South West MTN 3G It's less stressful, but sometimes the weather makes it's very bad(rainy days).",4
56,Oyo South West MTN 4G Satisfactory network quality.,4
110,Oyo South West MTN 4G The quality of service is good but once in a while it does fluctuate especially whenever it’s rainy.,4
264,Abuja North Central Globacom 4G Fast and reliable,4
30,"Osun South West MTN 3G The network is just cool over there, when there's no rainfall tho",4
151,"Ondo South West MTN 4G Fairly average network and downloading speeds, not even up to half of the advertised expected speed.. but overall its decent enough for basic downloads and internet operations.. calls are clear and text messages go through. ",4
288,Ogun South West Globacom 4G Globacom are actually trying and doing their best,4
56,Oyo South West MTN 4G Satisfactory network quality.,4
190,Ondo South West Globacom 3G Good enough for daily operations.,4
22,Abuja North Central MTN 4G It's a very good idea ,4
173,"Oyo South West Globacom 4G I feel at ease using this sim, so am comfortable using it",4
72,Anambra South East MTN 4G Mtn has a very good network stability everywhere you go but their services are costly.,4
193,Lagos South West Globacom 4G Glo is manageable. Gets me through the days work,4
239,"Ondo South West MTN 4G Experience has been great so far, just that sometimes the network breaks/fluctuates",4
120,Ekiti South West MTN 4G It okay,4
212,Akwa-Ibom South South MTN 4G Satisfactory ,4
47,"Ondo South West MTN 4G It’s not bad, it can be better ",4
168,Lagos South West Globacom 4G I love Glo,4
263,"Abuja North Central Globacom 3G We can call and text okay but I think browsing strength needs more work. All the same, this is okay on an average scale",4
30,"Osun South West MTN 3G The network is just cool over there, when there's no rainfall tho",4
68,Lagos South West MTN 4G MTN performs very well in my location ,4
120,Ekiti South West MTN 4G It okay,4
217,Rivers South South MTN 4G Reliable if using above 4G broadband ,4
264,Abuja North Central Globacom 4G Fast and reliable,4
129,Lagos South West MTN Other The service is manageable.,4
65,"Ogun South West Globacom 3G The network is great, but they usually have hitches especially when rain falls",4
47,"Ondo South West MTN 4G It’s not bad, it can be better ",4
137,Oyo South West Globacom 4G They have a very good service however it fluctuates in my environment.,4
94,Delta South West MTN 4G It's okay,4
129,Lagos South West MTN Other The service is manageable.,4
98,Delta South South Globacom 4G Reliable and strong,4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
94,Delta South West MTN 4G It's okay,4
40,"Lagos South West MTN 4G The network service is okay, I don't experience much lags or issues when making calls or sending text messages. When using my internet, it's not too bad either. Overall, the network is stable",4
239,"Ondo South West MTN 4G Experience has been great so far, just that sometimes the network breaks/fluctuates",4
15,Ogun South West MTN 4G Good ,4
90,Ondo South West MTN 4G Still need to do more,4
220,"Lagos South West Airtel 4G Their charges are too high, their data cost too is too high",4
235,Ogun South West MTN 4G Mtn has a better network quality and reception in places where i work and reside,4
189,Ondo South West Globacom 4G Satisfactory quality of service that works real good.,4
53,Ekiti South West MTN 4G It’s better but needed to be evenly distributed across all areas  ,4
190,Ondo South West Globacom 3G Good enough for daily operations.,4
22,Abuja North Central MTN 4G It's a very good idea ,4
186,Ogun South West MTN 3G Mtn tries very well even though I am not all that satisfied.,4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
50,Other North Central MTN 4G Basically my sim gets me through my internet  needs and makes calls clearly ,4
270,Abuja North Central 9mobile 4G This part of 9mobile isn't disappointing at least. It is very ok,4
20,"Ekiti South West Airtel 4G Well I love my ISP (Airtel NG), sometimes my Data connection is fast, sometimes kinda slow, but overall, it get my job done and  i prefer it to MTN",4
104,"Lagos South West Airtel 4G The service is fair, but consumes data a lot",4
32,"Osun South West Airtel 4G Airtel data network is good
But it do give me issues when calling ",4
96,Ondo South West MTN 4G It’s efficient and reliable ,4
98,Delta South South Globacom 4G Reliable and strong,4
22,Abuja North Central MTN 4G It's a very good idea ,4
116,"Ondo South West Globacom 4G It's actually ok.,but sometimes it can be a bit frustrating ",4
70,Anambra South East Airtel 4G Good ,4
160,Delta South South MTN 4G Good,4
15,Ogun South West MTN 4G Good ,4
74,Delta South South Airtel 3G It's excellent,4
92,Delta South South MTN 4G Fast and reliable,4
93,Ondo South West MTN 4G Still needs to do more,4
212,Akwa-Ibom South South MTN 4G Satisfactory ,4
21,Lagos South West MTN 4G Manageable ,4
157,Ogun South West MTN 4G Needs improvement,4
218,"Lagos South West MTN 4G MTN Network is perfect at times though can be a bit frustrating atimes
",4
50,Other North Central MTN 4G Basically my sim gets me through my internet  needs and makes calls clearly ,4
173,"Oyo South West Globacom 4G I feel at ease using this sim, so am comfortable using it",4
226,Lagos South West MTN 3G Satisfactory ,4
102,Lagos South West MTN 3G Very Good ,4
14,Ogun South West MTN 4G The best you could ask for!,4
91,Delta South South MTN 4G It fast & reliable,4
169,Lagos South West Airtel 3G They are trying their best to meet up with their clients needs…,4
81,Enugu South East MTN 4G Umm... It's a nice ISP network,4
56,Oyo South West MTN 4G Satisfactory network quality.,4
151,"Ondo South West MTN 4G Fairly average network and downloading speeds, not even up to half of the advertised expected speed.. but overall its decent enough for basic downloads and internet operations.. calls are clear and text messages go through. ",4
130,Delta South South MTN 4G Basically I'll give it a passmark. I actually believe my Globacom will be better at the cost of subscription but it's network isn't so very available especially during this rainy seasons. Thanks 👍,4
94,Delta South West MTN 4G It's okay,4
233,Oyo South West MTN 4G Fair ,4
186,Ogun South West MTN 3G Mtn tries very well even though I am not all that satisfied.,4
232,Ondo South West MTN 4G The quality of service is okay and can be recommended for new users ,4
56,Oyo South West MTN 4G Satisfactory network quality.,4
94,Delta South West MTN 4G It's okay,4
161,Abuja North Central MTN 4G The network is sometimes poor,4
102,Lagos South West MTN 3G Very Good ,4
32,"Osun South West Airtel 4G Airtel data network is good
But it do give me issues when calling ",4
234,Ondo South West MTN 4G MTN is so far the best sim in Nigeria as of now. The only issue I experience with them is getting to subscribe for a package I didn't give consent.,4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
59,Abuja North Central MTN 4G The quality of service is great,4
234,Ondo South West MTN 4G MTN is so far the best sim in Nigeria as of now. The only issue I experience with them is getting to subscribe for a package I didn't give consent.,4
174,Ondo South West MTN 4G Never stop improving.,4
151,"Ondo South West MTN 4G Fairly average network and downloading speeds, not even up to half of the advertised expected speed.. but overall its decent enough for basic downloads and internet operations.. calls are clear and text messages go through. ",4
288,Ogun South West Globacom 4G Globacom are actually trying and doing their best,4
94,Delta South West MTN 4G It's okay,4
8,Ogun South West MTN 3G Not too good for browsing. It cuts off sometimes and is very slow almost every time.,4
13,Ondo South West MTN 4G It is good but sometimes annoying,4
191,Ogun South West Globacom 4G Satisfactory quality of service,4
234,Ondo South West MTN 4G MTN is so far the best sim in Nigeria as of now. The only issue I experience with them is getting to subscribe for a package I didn't give consent.,4
152,Lagos South West MTN 4G Great,4
154,Ondo South West MTN 3G It is good expect for data that finish quickly,4
68,Lagos South West MTN 4G MTN performs very well in my location ,4
135,Other North Central MTN 4G It’s very strong but there are fluctuations from area to area,4
86,"Lagos South West MTN 4G The quality of service is good, but once in a while, the network becomes really frustrating and sometimes i have to restart my device over and over ",4
93,Ondo South West MTN 4G Still needs to do more,4
16,Lagos South West Others 4G I use Glo sim..but whenever it's raining there is always no network.,4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
